customernumber;date;salutation;title;domain;datecreated;newsletter;model;paymenttype;deliverytype;invoicepostcode;delivpostcode;voucher;advertisingdatacode;case;numberitems;gift;entry;points;shippingcosts;deliverydatepromised;deliverydatereal;weight;remi;cancel;used;w0;w1;w2;w3;w4;w5;w6;w7;w8;w9;w10;target90
14642;2008-12-17;1;0;12;2008-12-17;0;3;0;0;26;;0;;3;1;0;1;0;0;2008-12-18;2008-12-18;642;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
19436;2008-04-09;0;0;4;2008-04-09;0;3;2;0;24;;0;;4;1;0;1;0;0;2008-04-11;2008-04-09;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
6334;2008-06-24;0;0;8;2008-06-24;0;2;0;0;41;;0;;2;1;0;1;0;1;2008-06-25;2008-06-24;289;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
45285;2008-11-26;0;0;12;2008-11-26;1;1;0;0;57;;1;;4;1;0;0;0;0;2008-11-28;2008-11-27;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
55121;2008-06-19;0;0;12;2008-06-19;0;1;2;0;82;;0;;2;1;0;0;0;0;2008-06-20;0000-00-00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
4702;2008-07-27;1;0;4;2008-07-27;0;1;3;0;68;;0;BQ;4;3;0;0;0;0;2008-07-29;0000-00-00;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;1
59448;2008-08-11;0;0;0;2008-08-11;1;1;0;0;06;;0;;2;1;0;0;0;1;2008-08-13;2008-08-12;236;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
18330;2008-06-21;1;0;5;2008-06-21;0;1;0;0;53;;0;;4;1;0;0;0;0;2008-06-24;2008-06-23;524;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
40908;2008-05-27;1;0;12;2008-05-27;0;1;0;0;30;;1;BD;4;1;0;0;0;0;2008-05-29;2008-05-28;597;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
17415;2008-10-11;0;0;12;2008-10-11;1;1;0;0;12;;0;;3;2;0;0;0;0;2008-10-14;2008-10-11;562;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1
37439;2008-08-11;0;0;12;2008-08-11;0;2;3;0;50;;1;;1;3;0;1;0;0;2008-08-13;2008-08-12;477;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0
62326;2008-07-26;1;0;12;2008-07-26;0;1;0;0;30;;0;;1;1;0;0;0;1;2008-07-29;2008-07-28;66;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
38084;2008-08-18;0;0;2;2008-08-18;0;1;0;0;33;;0;BQ;3;1;0;0;0;0;2008-08-20;2008-08-19;653;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
52358;2008-05-26;1;0;4;2008-05-26;0;2;0;0;33;;1;;1;2;0;1;0;0;2008-05-27;2008-05-26;1026;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
12183;2008-07-07;2;0;9;2008-07-07;0;2;1;1;42;;0;;1;1;0;1;0;0;2008-07-09;2008-07-08;649;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
4077;2008-12-20;0;0;4;2008-12-19;0;1;0;0;18;;0;BQ;2;1;0;0;0;1;2009-01-02;2009-03-31;628;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
54218;2008-11-04;0;0;12;2008-11-04;0;3;1;1;55;;0;;4;1;0;1;0;0;2008-11-18;2008-11-11;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
53785;2008-12-11;0;0;9;2008-12-11;1;1;0;0;99;;0;BQ;3;1;0;0;0;0;2008-12-15;2008-12-12;748;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
63349;2008-04-07;1;0;9;2008-04-07;0;1;0;0;23;;0;BR;1;1;0;0;0;1;2008-04-09;2008-04-08;87;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
22304;2008-12-26;1;0;3;2008-12-26;0;2;1;1;52;;0;;4;5;0;1;0;0;2009-01-09;2009-01-05;1874;0;1;0;2;1;0;0;0;0;0;0;0;1;0;0
27899;2008-11-16;1;0;8;2008-11-16;1;1;0;0;26;;1;AX;1;1;0;0;0;0;2008-11-18;0000-00-00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
5466;2008-12-22;0;0;1;2008-12-22;0;1;1;1;64;;0;;2;1;0;0;0;0;2008-12-24;2008-12-24;75;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
30752;2008-07-28;1;0;12;2008-07-28;0;1;0;0;07;;0;BL;4;3;0;0;0;0;2008-08-12;2008-07-30;2634;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0
41423;2008-04-03;0;0;12;2008-04-03;0;1;0;0;34;;0;BO;3;2;0;0;0;0;2008-04-07;2008-04-04;742;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
58240;2008-12-27;0;0;9;2008-12-27;0;2;0;0;45;;1;;2;3;0;1;0;0;2008-12-30;2008-12-29;803;0;0;0;1;2;0;0;0;0;0;0;0;0;0;1
28644;2008-09-29;1;0;9;2008-09-29;0;1;0;0;21;;0;;4;2;0;0;0;0;2008-09-30;2008-10-05;710;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1
36721;2008-09-13;1;0;11;2008-09-13;0;1;0;0;10;;0;;4;2;0;0;0;0;2008-09-16;2008-09-15;1345;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
7535;2008-06-12;0;0;12;2008-06-12;0;1;2;0;26;;0;BQ;5;8;0;0;0;0;2008-06-13;2008-06-13;2623;2;0;0;0;0;8;0;0;0;0;0;0;0;0;1
11247;2008-12-08;0;0;12;2008-12-08;0;3;1;1;79;;0;;5;4;0;1;0;0;2009-12-11;2008-12-09;2119;0;1;0;2;1;0;0;0;0;0;0;0;0;0;0
6958;2008-12-22;0;0;4;2008-12-22;0;3;3;0;78;;0;;2;1;0;1;0;0;2008-12-23;0000-00-00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
12992;2008-08-18;1;0;0;2008-08-18;0;3;1;1;55;;0;;5;6;0;1;0;0;2008-08-19;2008-08-19;3039;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0
52130;2008-04-22;2;0;12;2008-04-22;0;1;2;0;19;;0;BQ;4;2;0;0;0;0;2008-04-24;2008-04-23;1097;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0
45245;2008-06-23;0;0;9;2008-06-23;0;3;0;0;49;;0;;2;1;0;1;0;1;2008-06-25;2008-06-24;494;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1475;2008-09-25;0;0;5;2008-09-25;0;1;2;0;63;;0;BO;5;3;0;0;0;0;2008-09-29;2008-09-26;2123;0;0;0;6;0;0;0;0;0;0;0;0;0;0;1
6191;2008-08-28;1;0;12;2008-08-28;0;1;0;0;23;;1;AR;1;1;0;0;0;0;2008-09-01;0000-00-00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
39864;2008-04-13;2;0;12;2008-04-13;0;1;0;0;38;;0;;2;1;0;0;0;1;2008-04-15;2008-04-14;185;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
57191;2008-08-07;0;0;9;2008-08-07;0;1;0;0;90;;1;AR;1;1;0;0;0;0;2008-08-11;0000-00-00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
58162;2008-11-06;0;0;2;2008-11-06;0;1;0;0;06;;0;;3;1;0;0;0;0;2008-11-10;2008-11-07;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
48018;2008-12-27;1;0;12;2008-12-27;0;1;1;1;18;;0;;5;1;0;0;0;0;2008-12-30;2008-12-29;273;1;0;0;99;0;0;0;0;0;0;0;0;0;0;0
65193;2008-06-22;1;0;12;2008-06-22;0;1;0;0;56;;0;BQ;4;2;0;0;0;0;2008-06-24;2008-06-23;771;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0
62765;2008-09-24;0;0;4;2008-09-24;0;1;3;0;24;;1;AX;1;1;0;0;0;0;2008-09-26;0000-00-00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
6477;2008-04-01;1;1;9;2008-04-01;1;3;1;1;99;;0;;4;5;0;1;0;0;2009-04-06;2008-10-10;1670;0;0;0;1;4;0;0;0;0;0;0;0;0;0;1
43172;2008-06-16;1;0;6;2008-06-16;0;1;1;1;17;;0;BO;3;1;0;0;0;0;2008-06-18;2008-06-17;890;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
59445;2008-12-03;1;0;12;2008-12-03;0;1;2;0;50;;0;;2;1;0;0;0;0;2008-12-04;0000-00-00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
58233;2008-09-07;0;0;9;2008-09-07;0;3;0;0;30;30;0;;4;4;0;1;0;0;2009-09-09;2008-09-08;1315;0;1;0;1;2;0;0;0;0;0;0;0;0;0;0
53706;2008-11-26;0;0;0;2008-11-26;0;2;1;1;45;;0;;5;2;0;1;0;0;2008-12-09;2008-12-07;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0
60514;2008-12-16;0;0;8;2008-12-16;1;1;2;0;75;;0;;3;2;0;0;0;0;2008-12-17;2008-12-17;471;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
41393;2008-08-26;0;0;4;2008-08-26;0;2;1;1;40;;0;;1;1;0;1;0;0;2008-08-28;2008-08-28;190;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
25093;2008-10-06;0;0;5;2008-10-06;0;1;0;0;10;;0;;2;1;0;0;0;1;2008-10-21;2008-10-16;393;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
42172;2008-05-26;1;1;12;2008-05-26;1;1;0;0;52;20;0;;3;1;0;0;0;1;2008-06-10;2008-05-29;382;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
38687;2008-12-14;0;0;4;2008-12-14;0;2;2;0;50;;0;;5;7;0;1;0;0;2008-12-30;2009-01-07;2320;0;0;0;0;0;0;0;0;0;0;0;0;7;0;1
62768;2008-10-26;1;0;3;2008-10-26;0;1;0;0;42;;1;AX;1;1;0;0;0;0;2008-10-28;0000-00-00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
12664;2008-11-04;1;0;9;2008-11-04;0;3;2;0;78;;0;;3;1;0;1;0;0;2008-11-06;2008-11-05;835;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
41455;2008-06-29;0;0;2;2008-06-29;0;1;3;0;68;;0;;5;16;0;0;0;0;2008-08-14;2008-09-05;6679;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0
65094;2008-09-23;2;0;12;2008-09-23;0;3;0;0;32;;0;;4;1;0;1;0;0;2008-09-25;2008-09-24;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
20291;2008-09-08;0;0;12;2008-09-08;0;2;0;0;44;;1;;1;2;0;1;0;0;2008-09-09;2008-09-09;1022;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
31076;2008-12-07;1;0;12;2008-12-07;0;1;3;0;14;;0;;5;5;0;0;0;0;2008-12-09;2008-12-08;1328;0;0;0;2;0;0;0;4;0;0;0;0;0;0;0
47947;2008-12-15;0;0;9;2008-12-15;0;1;2;0;48;;0;;3;1;0;0;0;1;2008-12-30;2009-01-03;289;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
38474;2008-05-12;2;0;9;2008-05-12;0;1;2;0;22;;0;BQ;1;1;0;0;0;0;2008-05-14;0000-00-00;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
21624;2008-10-13;1;0;9;2008-10-13;1;3;1;1;12;;0;AB;4;3;0;0;0;0;2008-10-14;2008-10-13;1226;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0
39052;2008-11-28;1;0;12;2008-11-28;0;1;3;0;76;;0;;2;1;0;0;0;0;2008-12-01;0000-00-00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
54894;2008-04-11;0;0;1;2008-04-11;0;1;0;0;64;;0;;2;2;0;0;0;1;2008-04-15;2008-04-12;689;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0
42802;2008-10-15;0;0;9;2008-10-12;0;1;1;1;54;;0;;4;1;0;0;0;0;2008-10-17;2008-10-16;968;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
53801;2008-07-28;0;0;11;2008-07-28;0;1;1;1;64;;0;;2;1;0;0;0;0;2008-07-29;2008-07-29;161;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
47411;2008-04-29;0;1;12;2008-04-29;0;1;0;0;60;;0;;4;1;0;0;0;0;2008-05-14;2008-05-13;729;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
54200;2008-05-12;0;0;4;2008-05-12;0;1;1;1;90;;0;;3;1;0;0;0;0;2008-05-14;2008-05-13;581;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
25138;2008-09-28;0;0;4;2008-09-28;0;1;0;0;37;;0;;2;1;0;0;0;1;2008-09-30;2008-09-29;142;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
58780;2008-09-18;0;0;9;2008-09-18;1;1;0;0;31;;1;AX;1;1;0;0;0;0;2008-09-22;0000-00-00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
34100;2008-04-08;1;0;9;2008-04-08;0;1;2;0;91;;0;AB;3;1;0;0;0;1;2008-04-10;2008-04-09;434;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
21392;2008-08-27;0;0;11;2008-08-27;0;1;0;0;22;;1;AR;1;1;0;0;0;0;2008-08-29;0000-00-00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
38897;2008-06-30;1;0;4;2008-06-30;0;2;0;0;33;;0;;2;1;0;1;0;1;2008-07-02;2008-07-01;164;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
18935;2008-10-25;2;0;4;2008-10-25;0;1;2;0;81;;0;;2;1;0;0;0;1;2009-10-29;0000-00-00;354;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
49397;2008-04-24;1;1;1;2008-04-24;0;1;0;0;45;;0;;3;2;0;0;0;0;2008-04-25;2008-04-24;536;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
25410;2008-09-17;0;0;1;2008-09-17;0;2;0;0;47;;1;;1;1;0;1;0;0;2008-09-19;2008-09-18;549;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
38677;2008-07-07;0;0;9;2008-07-07;0;2;0;0;52;;0;;2;1;0;1;0;1;2008-07-09;2008-07-08;259;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
22462;2008-08-15;1;0;9;2008-08-15;0;3;1;1;85;;0;;3;1;0;1;0;0;2008-08-19;2008-08-18;453;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
46116;2008-11-17;0;0;9;2008-11-17;0;2;0;0;54;;1;;1;1;0;1;0;0;2008-11-19;2008-11-18;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
24374;2008-07-03;0;0;5;2008-07-03;0;3;1;1;22;;0;;3;1;0;1;0;0;2008-07-04;2008-07-03;393;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
28744;2008-04-12;0;0;4;2008-04-12;0;1;2;0;86;;0;BQ;2;2;0;0;0;0;2008-04-15;0000-00-00;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
4676;2008-08-15;0;0;8;2008-08-15;0;1;3;0;73;;0;BQ;2;1;0;0;0;0;2008-08-19;0000-00-00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
52158;2008-05-13;0;0;4;2008-05-13;0;3;1;1;38;;0;;5;1;0;1;0;0;2008-05-15;2008-05-15;212;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0
15210;2008-09-27;1;0;12;2008-09-27;1;2;0;0;41;;0;;3;1;0;1;0;1;2008-09-30;2008-09-29;402;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
19620;2008-11-17;1;0;9;2008-11-17;0;1;3;0;66;;0;AB;5;2;0;0;0;0;2009-11-20;2008-11-20;225;0;0;0;0;21;17;0;0;0;0;0;0;0;0;0
3968;2008-08-01;1;0;4;2008-08-01;0;1;3;0;49;;0;;4;2;0;0;0;0;2008-08-05;2008-08-02;1074;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
28583;2008-05-31;0;0;1;2008-05-31;0;1;0;0;13;;1;;4;2;0;0;0;0;2009-06-03;2008-09-04;938;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
9928;2008-11-05;1;0;3;2008-11-05;0;1;1;1;28;;0;;2;1;0;0;0;0;2008-11-19;2008-11-18;865;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
6221;2008-07-03;0;0;4;2008-07-03;0;2;1;1;58;;0;;4;4;0;1;0;0;2008-07-07;2008-07-05;719;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0
43295;2008-12-06;0;0;12;2008-12-06;0;3;0;0;24;;0;;4;1;0;1;0;0;2008-12-09;2008-12-08;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
17622;2008-09-14;1;0;9;2008-09-14;0;2;0;0;41;41;0;;4;2;0;1;0;0;2008-09-16;2008-09-15;1260;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
18235;2008-12-14;1;0;5;2008-12-14;1;3;2;0;79;;1;;4;2;0;1;0;0;2008-12-16;2008-12-16;897;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
1588;2008-07-09;0;0;8;2008-07-09;0;2;0;0;41;;1;;1;1;0;1;0;1;2008-07-10;2008-07-10;579;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
22759;2008-08-07;0;0;4;2008-08-07;1;2;0;0;44;;0;;4;1;0;1;0;0;2008-08-11;2008-08-08;853;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
61978;2008-09-09;0;0;8;2008-09-09;0;3;1;1;75;;0;;5;5;0;1;0;0;2009-09-11;2008-09-18;1822;0;0;0;3;0;1;0;0;0;0;0;0;0;1;1
45181;2008-08-31;0;0;9;2008-08-31;0;1;0;0;70;;1;;1;1;0;0;0;0;2008-09-02;0000-00-00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
25038;2008-09-11;0;0;11;2008-09-11;0;3;1;1;15;;0;;4;2;0;1;0;0;2008-09-24;2008-09-17;232;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0
46483;2008-06-29;0;0;4;2008-06-29;0;1;0;0;91;;0;;3;1;0;0;0;0;2008-07-01;2008-07-01;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
44834;2008-11-19;0;0;12;2008-11-19;0;1;3;0;80;;0;;3;1;0;0;0;0;2009-11-23;0000-00-00;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
32044;2008-12-15;1;0;8;2008-12-15;0;2;2;0;65;;0;;3;1;0;1;0;0;2008-12-16;2008-12-16;390;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
31134;2008-06-01;0;0;5;2008-06-01;0;3;0;0;99;;1;;4;4;0;1;0;0;2008-06-03;2008-06-02;1189;0;0;0;1;0;3;0;0;0;0;0;0;0;0;0
32274;2008-11-28;1;0;12;2008-11-28;0;1;0;0;42;;0;AB;3;2;0;0;0;0;2008-12-01;2008-11-29;814;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
12056;2008-07-14;0;0;1;2008-07-14;1;2;0;0;41;;0;;5;2;0;1;0;0;2008-07-15;2008-07-15;1039;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0
6841;2008-11-22;0;0;0;2008-11-22;1;1;3;0;55;60;0;;3;2;0;0;0;0;2008-11-25;2008-11-24;544;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
44627;2008-11-02;0;0;12;2008-11-02;0;1;2;0;49;;0;AB;1;1;0;0;0;0;2008-11-04;0000-00-00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
6745;2008-10-28;0;0;9;2008-10-28;0;2;1;1;50;;0;;5;1;0;1;0;0;2008-10-29;2008-10-29;4;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
29946;2008-05-04;2;0;12;2008-05-04;0;1;0;0;28;;0;;2;1;0;0;0;1;2008-05-06;2008-05-05;291;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
28132;2008-04-02;1;0;9;2008-04-02;0;1;3;0;54;;0;BQ;5;5;0;0;0;0;2008-05-02;2008-04-03;2423;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0
10745;2008-07-04;0;0;12;2008-07-04;0;1;0;0;46;;0;;2;1;0;0;0;1;2009-07-07;0000-00-00;426;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
24416;2008-10-31;0;0;4;2008-10-31;0;2;0;0;40;;1;;1;2;0;1;0;0;2008-11-04;2008-11-05;825;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0
50922;2008-11-10;1;0;12;2008-11-10;0;1;3;0;99;;0;;3;1;0;0;0;1;2008-11-12;2008-11-11;117;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
28962;2008-12-16;0;0;2;2008-12-16;0;3;1;1;53;;0;;4;3;0;1;0;0;2008-12-30;2008-12-18;337;0;0;0;0;0;0;0;0;0;0;3;0;0;0;1
39637;2008-09-19;0;0;12;2008-09-19;0;1;0;0;86;;1;AX;1;1;0;0;0;0;2008-09-22;0000-00-00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
64037;2008-06-10;1;0;4;2008-06-10;0;1;3;0;31;;0;;4;1;0;0;0;0;2008-06-12;2008-06-11;252;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
48004;2008-04-08;0;0;9;2008-04-08;0;3;1;1;63;;0;;3;1;0;1;0;0;2008-04-10;2008-04-09;740;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
10547;2008-12-27;0;0;8;2008-12-27;0;3;1;1;79;;0;;4;2;0;1;0;0;2008-12-30;2008-12-29;197;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0
29292;2008-04-16;0;0;9;2008-04-16;1;3;1;1;82;;0;;4;3;0;1;0;0;2008-04-17;2008-04-17;1080;0;0;0;2;0;1;0;0;0;0;0;0;0;0;1
38748;2008-09-30;1;0;4;2008-09-30;0;1;2;0;70;;0;;3;4;0;0;0;0;2008-10-14;2008-10-01;2281;0;1;4;0;3;0;0;0;0;0;0;0;0;0;0
31024;2008-04-07;1;0;8;2008-04-07;0;1;2;0;27;;0;;2;1;0;0;0;1;2008-04-22;2008-04-10;153;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
53252;2008-07-05;0;0;12;2008-07-05;0;1;2;0;37;;0;;4;1;0;0;0;0;2008-07-22;2008-07-25;656;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
46967;2008-10-07;1;0;5;2008-10-07;0;3;0;0;48;;0;;5;3;0;1;0;0;2008-10-09;2008-10-08;1400;0;0;0;2;0;1;0;0;0;0;0;0;0;0;1
22381;2008-05-15;2;0;12;2008-05-15;0;1;2;0;72;;1;CA;3;2;0;0;0;0;2008-05-19;2008-05-16;805;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
46631;2008-08-25;1;0;4;2008-08-25;0;1;0;0;71;;1;;1;1;0;0;0;0;2008-08-27;0000-00-00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
55950;2008-06-17;0;0;4;2008-06-17;0;2;0;0;54;;1;;1;3;0;1;0;0;2008-06-18;2008-06-17;500;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0
48482;2008-06-11;0;0;12;2008-06-11;0;2;2;0;32;;0;;3;4;0;1;0;0;2008-06-13;2008-06-12;1012;0;0;0;0;4;0;0;0;0;0;0;0;0;0;1
21582;2008-06-12;0;0;0;2008-06-12;0;3;2;0;30;;0;;3;1;0;1;0;0;2008-06-16;2008-06-13;449;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
31568;2008-11-09;0;0;1;2008-11-09;0;3;1;1;54;;0;;2;2;0;1;0;0;2008-11-11;2008-11-11;249;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1
58360;2008-12-02;0;0;9;2008-12-02;0;3;3;0;83;;0;;3;1;0;1;0;0;2008-12-04;0000-00-00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
55477;2008-11-16;2;0;12;2008-11-16;0;1;0;0;36;;0;;5;1;0;0;0;0;2008-11-18;2008-11-17;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
32896;2008-10-17;0;0;9;2008-10-17;0;1;0;0;99;;0;;2;1;0;0;0;1;2008-10-21;2008-10-18;385;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
21898;2008-07-18;1;0;12;2008-07-18;0;2;1;1;50;;0;;4;1;0;1;0;0;2008-07-22;2008-07-19;646;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
50957;2008-04-25;1;0;9;2008-04-25;0;1;0;0;70;;0;;4;1;0;0;0;0;2008-04-29;2008-04-26;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
63212;2008-12-10;0;0;2;2008-12-10;0;1;1;1;06;;0;CA;5;1;0;0;0;0;2008-12-11;2008-12-10;266;0;0;0;0;20;0;0;0;0;0;0;0;0;0;1
9722;2008-07-22;0;0;12;2008-07-14;0;1;3;0;45;;0;;2;2;0;0;0;0;2008-07-24;0000-00-00;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
61236;2008-09-24;0;0;12;2008-09-24;0;2;3;0;50;;0;;4;3;0;1;0;0;2008-09-26;2008-09-25;733;0;0;0;1;0;0;0;2;0;0;0;0;0;0;1
55395;2008-04-07;1;0;9;2008-04-07;0;1;0;0;63;;0;;2;2;0;0;0;1;2008-04-09;2008-04-08;256;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
57522;2008-07-31;1;0;4;2008-07-31;1;1;2;0;44;;0;;4;4;0;0;0;0;2008-08-04;2008-08-01;1281;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0
38565;2008-10-13;0;0;9;2008-10-13;0;2;0;0;44;;0;;1;1;0;1;0;0;2008-10-14;0000-00-00;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
11271;2008-11-28;0;0;12;2008-11-28;0;3;2;0;10;67;0;;4;1;0;1;0;0;2008-12-02;2008-11-30;953;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
64093;2008-07-11;0;0;4;2008-07-11;0;1;0;0;63;;0;BQ;2;1;0;0;0;1;2008-07-15;2008-07-12;287;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
14953;2008-12-05;2;0;12;2008-12-05;0;1;0;0;26;;0;;5;3;0;0;0;0;2008-12-18;2008-12-05;837;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0
8332;2008-10-02;0;0;1;2008-10-02;0;2;0;0;44;;0;;4;1;0;1;0;0;2008-10-03;2008-10-05;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
17080;2008-08-25;0;0;6;2008-08-25;1;2;1;1;32;;0;;5;1;0;1;0;0;2008-08-27;2008-08-27;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
16386;2008-04-29;1;1;4;2008-04-29;0;1;1;1;27;;0;BM;1;1;0;0;0;0;2008-04-30;2008-04-30;216;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
260;2008-12-21;0;0;3;2008-12-21;0;1;2;0;30;;0;;3;1;0;0;0;0;2008-12-23;2008-12-22;819;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
50173;2008-06-21;1;0;1;2008-06-21;0;2;0;0;45;;1;;1;4;0;1;0;0;2008-06-24;2008-06-23;1085;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0
